Дата запуска;0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;17.0
Дата запуска;2020-04-15 00:00:00;2020-04-16 00:00:00;2020-04-17 00:00:00;2020-04-18 00:00:00;2020-04-19 00:00:00;2020-04-20 00:00:00;2020-04-21 00:00:00;2020-04-22 00:00:00;2020-04-23 00:00:00;2020-04-24 00:00:00;2020-04-25 00:00:00;2020-04-26 00:00:00;2020-04-27 00:00:00;2020-04-28 00:00:00;2020-04-29 00:00:00;2020-04-30 00:00:00;2020-05-02 00:00:00
Номенклатура;;;;;;;;;;;;;;;;;
Гайка М36-6h.5.Гл ГОСТ 5915-70;40.09886714000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М36-6h.8.ГЦ ГОСТ 5915-70;598.3929938199999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.67662204;0.0;0.0;0.0;0.0
Гайка М36-6h.8.ГЦ ГОСТ ISO 4032-2014;1044.28297941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М36-6h.8.Гл ГОСТ 5915-70;2520.93261076;0.0;0.0;164.82389289;0.0;0.0;0.0;6.86817714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М36-6h.8.Гл ГОСТ ISO 4032-2014;72.11019568;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М36-6h.8.ТД4 ГОСТ ISO 4032-2014;123.62512873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М36-6h.8.бп ГОСТ ISO 4032-2014;3.43357364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М42-6h.8.бп ГОСТ ISO 4032-2014;4.992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Зажим клыковый КС-185-1;341.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Зажим натяжной Н3-2-7;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Зажим натяжной НБ-2-6;366.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
